============================================================================================
ANSOFT                                                                              06/02/25
Terminal Z Parameter Plot 1                                                         16:09:12

--------------------------------------------------------------------------------------------
        Freq [GHz]   re(Zt(flux_line_1_T1,flux_line_1_T1)) []   im(Zt(flux_line_1_T1,flux_line_1_T1)) []
 9.236666666666666                         -0.000002045665295                         71.184176144166486
 9.260000000000000                         -0.000002246441734                         72.022560795378524
 9.283333333333331                         -0.000002443712461                         72.866817546931927
 9.306666666666667                         -0.000002636530122                         73.717068662262321
 9.330000000000000                         -0.000002823908103                         74.573439102419186
 9.353333333333332                         -0.000003004819767                         75.436056608188565
 9.376666666666665                         -0.000003178196835                         76.305051785119318
 9.400000000000000                         -0.000003342929346                         77.180558191575088
 9.423333333333332                         -0.000003497864343                         78.062712429941726
 9.446666666666665                         -0.000003641804893                         78.951654241124302
 9.470000000000001                         -0.000003773508913                         79.847526602473906
 9.493333333333332                         -0.000003891689236                         80.750475829293379
 9.516666666666666                         -0.000003995011346                         81.660651680078089
 9.539999999999999                         -0.000004082093295                         82.578207465652781
 9.563333333333333                         -0.000004151504297                         83.503300162377869
 9.586666666666666                         -0.000004201763929                         84.436090529604300
 9.609999999999999                         -0.000004231341039                         85.376743231566024
 9.633333333333333                         -0.000004238653009                         86.325426963908825
 9.656666666666666                         -0.000004222064050                         87.282314585064611
 9.680000000000000                         -0.000004179885271                         88.247583252691371
 9.703333333333331                         -0.000004110372479                         89.221414565408253
 9.726666666666667                         -0.000004011726028                         90.203994710070816
 9.750000000000000                         -0.000003882089312                         91.195514614841855
 9.773333333333332                         -0.000003719548174                         92.196170108327195
 9.796666666666667                         -0.000003522129282                         93.206162085061251
 9.820000000000000                         -0.000003287799313                         94.225696677639533
 9.843333333333332                         -0.000003014464249                         95.254985435817389
 9.866666666666665                         -0.000002699968247                         96.294245512903728
 9.890000000000001                         -0.000002342092179                         97.343699859803721
 9.913333333333332                         -0.000001938552853                         98.403577427077934
 9.936666666666666                         -0.000001487002466                         99.474113375412628
 9.960000000000001                         -0.000000985026969                        100.555549294910492
 9.983333333333333                         -0.000000430145032                        101.648133433638606
10.006666666666666                          0.000000180191933                        102.752120935898773
10.029999999999999                          0.000000848602026                        103.867774090699925
10.053333333333333                          0.000001577772960                        104.995362590955708
10.076666666666666                          0.000002370462933                        106.135163803947208
10.100000000000000                          0.000003229501756                        107.287463053631470
10.123333333333331                          0.000004157791966                        108.452553915404764
10.146666666666667                          0.000005158308749                        109.630738523969825
10.170000000000000                          0.000006234101745                        110.822327894992156
10.193333333333332                          0.000007388294300                        112.027642261274849
10.216666666666667                          0.000008624086008                        113.247011424221654
10.240000000000000                          0.000009944751180                        114.480775121407817
10.263333333333332                          0.000011353641057                        115.729283411131291
10.286666666666665                          0.000012854183158                        116.992897074863563
10.310000000000000                          0.000014449882228                        118.271988038584070
10.333333333333332                          0.000016144319665                        119.566939814041206
10.356666666666666                          0.000017941154326                        120.878147961051923
10.380000000000001                          0.000019844122170                        122.206020572015376
10.403333333333332                          0.000021857036665                        123.550978779904014
10.426666666666666                          0.000023983787296                        124.913457291069463
10.449999999999999                          0.000026228340136                        126.293904944288840
10.473333333333333                          0.000028594736920                        127.692785297575597
10.496666666666666                          0.000031087093537                        129.110577244378021
10.520000000000000                          0.000033709600039                        130.547775660898424
10.543333333333331                          0.000036466518807                        132.004892086384274
10.566666666666666                          0.000039362182370                        133.482455438368106
10.590000000000000                          0.000042400992279                        134.981012764971638
10.613333333333332                          0.000045587416967                        136.501130036535358
10.636666666666667                          0.000048925988605                        138.043392978996764
10.660000000000000                          0.000052421300179                        139.608407951604960
10.683333333333332                          0.000056078002731                        141.196802871757086
10.706666666666665                          0.000059900800856                        142.809228189930366
10.730000000000000                          0.000063894448707                        144.446357917908642
10.753333333333332                          0.000068063745047                        146.108890713734951
10.776666666666666                          0.000072413527478                        147.797551027077418
10.800000000000001                          0.000076948666158                        149.513090308969652
10.823333333333332                          0.000081674057756                        151.256288290189701
10.846666666666666                          0.000086594615344                        153.027954332867779
10.869999999999999                          0.000091715263056                        154.828928860259992
10.893333333333333                          0.000097040923954                        156.660084870022132
10.916666666666666                          0.000102576509306                        158.522329536725579
10.940000000000000                          0.000108326908148                        160.416605909818998
10.963333333333333                          0.000114296972819                        162.343894713736688
10.986666666666666                          0.000120491504561                        164.305216257397291
11.010000000000000                          0.000126915236194                        166.301632460929198
11.033333333333331                          0.000133572816975                        168.334249008104905
11.056666666666667                          0.000140468789387                        170.404217633684340
11.080000000000000                          0.000147607567899                        172.512738555628886
11.103333333333332                          0.000154993416387                        174.661063063014893
11.126666666666665                          0.000162630419070                        176.850496271399265
11.150000000000000                          0.000170522449593                        179.082400058415402
11.173333333333332                          0.000178673141888                        181.358196193508093
11.196666666666665                          0.000187085850324                        183.679369676960249
11.220000000000001                          0.000195763609591                        186.047472304715967
11.243333333333332                          0.000204709091408                        188.464126477025673
11.266666666666666                          0.000213924554115                        190.931029270595246
11.289999999999999                          0.000223411788835                        193.449956795753394
11.313333333333333                          0.000233172057279                        196.022768862195534
11.336666666666666                          0.000243206026670                        198.651413979097867
11.359999999999999                          0.000253513694788                        201.337934717905398
11.383333333333333                          0.000264094308411                        204.084473468854867
11.406666666666666                          0.000274946269372                        206.893278625387154
11.430000000000000                          0.000286067040057                        209.766711234009648
11.453333333333331                          0.000297453022340                        212.707252151016093
11.476666666666667                          0.000309099442055                        215.717509751699964
11.500000000000000                          0.000321000203461                        218.800228242487265
11.523333333333332                          0.000333147741218                        221.958296631719122
11.546666666666667                          0.000345532845069                        225.194758420800241
11.570000000000000                          0.000358144470681                        228.512822084105011
11.593333333333332                          0.000370969528544                        231.915872413583656
11.616666666666665                          0.000383992643551                        235.407482812463797
11.640000000000001                          0.000397195894289                        238.991428631983240
11.663333333333332                          0.000410558512765                        242.671701655904741
11.686666666666666                          0.000424056555670                        246.452525849711662
11.710000000000001                          0.000437662532887                        250.338374505225005
11.733333333333333                          0.000451344989454                        254.333988927056055
11.756666666666666                          0.000465068040164                        258.444398825117219
11.779999999999999                          0.000478790839018                        262.674944597736044
11.803333333333333                          0.000492466991392                        267.031301713052244
11.826666666666666                          0.000506043882989                        271.519507422931270
11.850000000000000                          0.000519461928623                        276.145990073906319
11.873333333333331                          0.000532653712445                        280.917601314599324
11.896666666666667                          0.000545543029409                        285.841651539105499
11.920000000000000                          0.000558043782244                        290.925948952156091
11.943333333333332                          0.000570058738773                        296.178842695288154
11.966666666666667                          0.000581478113265                        301.609270535242729
11.990000000000000                          0.000592177943389                        307.226811687763188

